	trial	number_sequences	introductions	community_status	mean_cluster_size
0	7	11	5	nonmarshallese	2.2
0	1	2	1	nonmarshallese	2.0
0	2	32	7	nonmarshallese	4.571428571428571
0	3	33	6	nonmarshallese	4.833333333333333
0	2	45	9	nonmarshallese	5.0
0	3	45	14	nonmarshallese	3.2142857142857144
0	4	45	10	nonmarshallese	4.5
0	5	45	10	nonmarshallese	4.5
0	6	45	10	nonmarshallese	4.5
0	2	24	8	nonmarshallese	3.0
0	3	24	5	nonmarshallese	4.6
0	4	24	8	nonmarshallese	3.0
0	5	24	4	nonmarshallese	5.0
0	6	24	8	nonmarshallese	2.75
0	7	24	8	nonmarshallese	2.75
0	8	24	7	nonmarshallese	3.4285714285714284
0	9	24	11	nonmarshallese	2.1818181818181817
0	2	2	2	nonmarshallese	1.0
0	3	2	2	nonmarshallese	1.0
0	4	2	2	nonmarshallese	1.0
0	5	2	2	nonmarshallese	1.0
0	6	2	1	nonmarshallese	2.0
0	6	21	9	nonmarshallese	2.3333333333333335
0	7	21	8	nonmarshallese	2.625
0	8	21	5	nonmarshallese	4.2
0	9	21	5	nonmarshallese	4.2
0	10	22	9	nonmarshallese	2.4444444444444446
0	1	22	11	nonmarshallese	2.0
0	2	22	8	nonmarshallese	2.75
0	10	3	3	nonmarshallese	1.0
0	1	3	3	nonmarshallese	1.0
0	2	3	3	nonmarshallese	1.0
0	3	3	3	nonmarshallese	1.0
0	4	3	2	nonmarshallese	1.5
0	5	3	3	nonmarshallese	1.0
0	6	3	2	nonmarshallese	1.5
0	3	32	8	nonmarshallese	4.0
0	4	32	14	nonmarshallese	2.2857142857142856
0	5	32	6	nonmarshallese	4.666666666666667
0	6	32	11	nonmarshallese	2.909090909090909
0	9	37	12	nonmarshallese	3.0833333333333335
0	10	38	11	nonmarshallese	3.4545454545454546
0	1	38	9	nonmarshallese	4.222222222222222
0	2	38	10	nonmarshallese	3.8
0	2	6	5	nonmarshallese	1.2
0	3	6	5	nonmarshallese	1.2
0	4	6	4	nonmarshallese	1.5
0	5	6	3	nonmarshallese	2.0
0	6	6	5	nonmarshallese	1.2
0	7	6	4	nonmarshallese	1.5
0	6	41	11	nonmarshallese	3.727272727272727
0	7	41	14	nonmarshallese	2.9285714285714284
0	8	41	11	nonmarshallese	3.5454545454545454
0	9	41	11	nonmarshallese	3.727272727272727
0	10	42	10	nonmarshallese	4.2
0	3	12	3	nonmarshallese	4.0
0	4	12	7	nonmarshallese	1.7142857142857142
0	5	12	5	nonmarshallese	2.4
0	6	12	8	nonmarshallese	1.5
0	7	12	7	nonmarshallese	1.7142857142857142
0	6	19	6	nonmarshallese	3.1666666666666665
0	7	19	9	nonmarshallese	2.111111111111111
0	8	19	7	nonmarshallese	2.7142857142857144
0	9	19	7	nonmarshallese	2.7142857142857144
0	10	1	1	nonmarshallese	1.0
0	1	1	1	nonmarshallese	1.0
0	2	1	1	nonmarshallese	1.0
0	3	1	1	nonmarshallese	1.0
0	1	18	6	nonmarshallese	3.0
0	2	18	5	nonmarshallese	3.6
0	3	18	6	nonmarshallese	3.0
0	4	18	8	nonmarshallese	2.25
0	5	18	4	nonmarshallese	4.5
0	6	18	7	nonmarshallese	2.5714285714285716
0	7	18	7	nonmarshallese	2.5714285714285716
0	6	14	9	nonmarshallese	1.5555555555555556
0	7	14	8	nonmarshallese	1.75
0	8	14	4	nonmarshallese	3.5
0	9	14	6	nonmarshallese	2.3333333333333335
0	10	15	4	nonmarshallese	3.75
0	1	15	6	nonmarshallese	2.5
0	1	49	11	nonmarshallese	4.454545454545454
0	2	49	15	nonmarshallese	3.2666666666666666
0	3	49	12	nonmarshallese	4.083333333333333
0	4	49	9	nonmarshallese	5.444444444444445
0	10	10	6	nonmarshallese	1.6666666666666667
0	1	10	6	nonmarshallese	1.6666666666666667
0	2	10	6	nonmarshallese	1.6666666666666667
0	3	10	6	nonmarshallese	1.6666666666666667
0	4	10	7	nonmarshallese	1.4285714285714286
0	5	10	5	nonmarshallese	2.0
0	6	10	6	nonmarshallese	1.6666666666666667
0	5	43	9	nonmarshallese	4.777777777777778
0	6	43	11	nonmarshallese	3.909090909090909
0	7	43	9	nonmarshallese	4.777777777777778
0	8	43	10	nonmarshallese	4.3
0	9	51	12	nonmarshallese	4.25
0	10	52	11	nonmarshallese	4.7272727272727275
0	1	52	12	nonmarshallese	4.333333333333333
0	2	52	12	nonmarshallese	4.333333333333333
0	3	52	13	nonmarshallese	4.0
0	7	45	10	nonmarshallese	4.5
0	8	45	12	nonmarshallese	3.75
0	9	45	14	nonmarshallese	3.2142857142857144
0	10	46	13	nonmarshallese	3.5384615384615383
0	10	25	7	nonmarshallese	3.5714285714285716
0	1	25	11	nonmarshallese	2.272727272727273
0	2	25	8	nonmarshallese	3.125
0	3	25	10	nonmarshallese	2.5
0	4	25	6	nonmarshallese	4.166666666666667
0	5	25	9	nonmarshallese	2.4444444444444446
0	6	25	7	nonmarshallese	3.5714285714285716
0	8	35	9	nonmarshallese	3.888888888888889
0	9	35	8	nonmarshallese	4.375
0	10	36	11	nonmarshallese	3.272727272727273
0	1	36	12	nonmarshallese	3.0
0	2	36	10	nonmarshallese	3.6
0	10	16	8	nonmarshallese	2.0
0	1	16	8	nonmarshallese	2.0
0	2	16	6	nonmarshallese	2.6666666666666665
0	3	16	8	nonmarshallese	2.0
0	4	16	6	nonmarshallese	2.6666666666666665
0	5	16	11	nonmarshallese	1.4545454545454546
0	6	16	6	nonmarshallese	2.6666666666666665
0	7	16	8	nonmarshallese	2.0
0	7	3	2	nonmarshallese	1.5
0	8	3	3	nonmarshallese	1.0
0	9	3	3	nonmarshallese	1.0
0	10	40	10	nonmarshallese	4.0
0	1	40	9	nonmarshallese	4.444444444444445
0	2	40	10	nonmarshallese	4.0
0	3	40	10	nonmarshallese	4.0
0	3	22	8	nonmarshallese	2.75
0	4	22	6	nonmarshallese	3.6666666666666665
0	5	22	8	nonmarshallese	2.75
0	6	22	8	nonmarshallese	2.75
0	7	22	4	nonmarshallese	5.5
0	8	22	10	nonmarshallese	2.2
0	8	18	8	nonmarshallese	2.25
0	9	1	1	nonmarshallese	1.0
0	6	23	6	nonmarshallese	3.8333333333333335
0	7	23	9	nonmarshallese	2.5555555555555554
0	8	23	9	nonmarshallese	2.5555555555555554
0	9	23	9	nonmarshallese	2.5555555555555554
0	10	24	8	nonmarshallese	3.0
0	1	24	6	nonmarshallese	4.0
0	10	47	10	nonmarshallese	4.7
0	1	47	12	nonmarshallese	3.9166666666666665
0	2	47	11	nonmarshallese	4.2727272727272725
0	3	47	11	nonmarshallese	4.2727272727272725
0	4	47	11	nonmarshallese	4.2727272727272725
0	5	47	14	nonmarshallese	3.357142857142857
0	6	47	12	nonmarshallese	3.9166666666666665
0	3	8	4	nonmarshallese	2.0
0	4	8	7	nonmarshallese	1.1428571428571428
0	5	8	5	nonmarshallese	1.6
0	6	8	6	nonmarshallese	1.3333333333333333
0	7	8	1	nonmarshallese	8.0
0	8	8	7	nonmarshallese	1.1428571428571428
0	9	8	5	nonmarshallese	1.6
0	10	9	6	nonmarshallese	1.5
0	3	36	9	nonmarshallese	4.0
0	3	38	11	nonmarshallese	3.4545454545454546
0	3	39	9	nonmarshallese	4.333333333333333
0	9	39	9	nonmarshallese	4.333333333333333
0	10	41	11	nonmarshallese	3.727272727272727
0	1	42	10	nonmarshallese	4.2
0	9	43	9	nonmarshallese	4.777777777777778
0	3	44	11	nonmarshallese	4.0
0	1	31	12	nonmarshallese	2.5833333333333335
0	2	31	7	nonmarshallese	4.428571428571429
0	3	31	8	nonmarshallese	3.875
0	4	31	7	nonmarshallese	4.428571428571429
0	5	31	3	nonmarshallese	10.333333333333334
0	6	31	6	nonmarshallese	5.166666666666667
0	7	31	7	nonmarshallese	4.428571428571429
0	8	26	7	nonmarshallese	3.7142857142857144
0	9	26	6	nonmarshallese	4.333333333333333
0	10	27	7	nonmarshallese	3.857142857142857
0	1	27	6	nonmarshallese	4.5
0	2	27	8	nonmarshallese	3.375
0	3	27	7	nonmarshallese	3.857142857142857
0	4	27	8	nonmarshallese	3.375
0	1	21	6	nonmarshallese	3.5
0	2	21	6	nonmarshallese	3.5
0	3	21	8	nonmarshallese	2.625
0	4	21	9	nonmarshallese	2.111111111111111
0	4	39	8	nonmarshallese	4.875
0	5	39	8	nonmarshallese	4.875
0	6	39	13	nonmarshallese	3.0
0	7	39	11	nonmarshallese	3.5454545454545454
0	8	39	13	nonmarshallese	3.0
0	3	28	8	nonmarshallese	3.5
0	4	28	14	nonmarshallese	2.0
0	5	28	7	nonmarshallese	4.0
0	6	28	8	nonmarshallese	3.5
0	7	28	11	nonmarshallese	2.5454545454545454
0	8	28	8	nonmarshallese	3.5
0	1	30	7	nonmarshallese	4.142857142857143
0	2	30	7	nonmarshallese	4.285714285714286
0	3	30	9	nonmarshallese	3.3333333333333335
0	4	30	6	nonmarshallese	5.0
0	5	30	11	nonmarshallese	2.5454545454545454
0	7	5	4	nonmarshallese	1.25
0	8	5	4	nonmarshallese	1.25
0	9	5	5	nonmarshallese	1.0
0	10	6	4	nonmarshallese	1.5
0	1	34	9	nonmarshallese	3.7777777777777777
0	2	34	8	nonmarshallese	4.25
0	3	34	7	nonmarshallese	4.857142857142857
0	4	34	9	nonmarshallese	3.7777777777777777
0	5	34	9	nonmarshallese	3.7777777777777777
0	6	34	9	nonmarshallese	3.7777777777777777
0	8	6	4	nonmarshallese	1.5
0	9	6	5	nonmarshallese	1.2
0	10	7	4	nonmarshallese	1.75
0	1	7	4	nonmarshallese	1.75
0	2	7	4	nonmarshallese	1.75
0	3	7	3	nonmarshallese	2.3333333333333335
0	7	32	8	nonmarshallese	4.0
0	8	32	11	nonmarshallese	2.909090909090909
0	9	32	11	nonmarshallese	2.909090909090909
0	10	33	12	nonmarshallese	2.75
0	1	33	10	nonmarshallese	3.3
0	2	33	12	nonmarshallese	2.75
0	10	50	12	nonmarshallese	4.166666666666667
0	1	50	12	nonmarshallese	4.166666666666667
0	2	50	11	nonmarshallese	4.545454545454546
0	3	50	11	nonmarshallese	4.545454545454546
0	4	50	11	nonmarshallese	4.545454545454546
0	5	50	11	nonmarshallese	4.545454545454546
0	6	50	11	nonmarshallese	4.545454545454546
0	7	50	10	nonmarshallese	5.0
0	6	17	10	nonmarshallese	1.7
0	7	17	6	nonmarshallese	2.8333333333333335
0	8	17	7	nonmarshallese	2.4285714285714284
0	9	17	4	nonmarshallese	4.25
0	10	18	6	nonmarshallese	3.0
0	4	38	8	nonmarshallese	4.75
0	5	38	8	nonmarshallese	4.75
0	6	38	11	nonmarshallese	3.4545454545454546
0	7	38	10	nonmarshallese	3.8
0	8	12	7	nonmarshallese	1.7142857142857142
0	9	12	7	nonmarshallese	1.2857142857142858
0	10	13	6	nonmarshallese	2.1666666666666665
0	1	13	4	nonmarshallese	3.25
0	2	13	6	nonmarshallese	2.1666666666666665
0	3	13	8	nonmarshallese	1.625
0	6	49	11	nonmarshallese	4.454545454545454
0	7	49	10	nonmarshallese	4.9
0	8	49	13	nonmarshallese	3.769230769230769
0	9	49	11	nonmarshallese	4.454545454545454
0	10	14	5	nonmarshallese	2.8
0	1	14	4	nonmarshallese	2.75
0	2	14	5	nonmarshallese	2.4
0	3	14	5	nonmarshallese	2.8
0	4	14	8	nonmarshallese	1.75
0	5	14	7	nonmarshallese	2.0
0	4	1	1	nonmarshallese	1.0
0	5	1	1	nonmarshallese	1.0
0	6	1	1	nonmarshallese	1.0
0	7	1	1	nonmarshallese	1.0
0	8	1	1	nonmarshallese	1.0
0	4	36	8	nonmarshallese	4.5
0	5	36	8	nonmarshallese	4.5
0	6	36	11	nonmarshallese	3.272727272727273
0	7	36	9	nonmarshallese	4.0
0	1	41	9	nonmarshallese	4.555555555555555
0	2	41	9	nonmarshallese	4.555555555555555
0	3	41	9	nonmarshallese	4.333333333333333
0	4	41	14	nonmarshallese	2.9285714285714284
0	5	41	10	nonmarshallese	4.1
0	7	25	9	nonmarshallese	2.7777777777777777
0	8	25	12	nonmarshallese	2.0833333333333335
0	9	25	8	nonmarshallese	3.125
0	10	26	9	nonmarshallese	2.888888888888889
0	10	43	10	nonmarshallese	4.3
0	1	43	11	nonmarshallese	3.909090909090909
0	2	43	9	nonmarshallese	4.777777777777778
0	3	43	9	nonmarshallese	4.777777777777778
0	4	43	9	nonmarshallese	4.777777777777778
0	7	10	4	nonmarshallese	2.5
0	8	10	6	nonmarshallese	1.6666666666666667
0	9	10	2	nonmarshallese	5.0
0	10	11	3	nonmarshallese	3.6666666666666665
0	1	11	5	nonmarshallese	2.2
0	6	29	7	nonmarshallese	3.5714285714285716
0	7	29	10	nonmarshallese	2.9
0	8	29	6	nonmarshallese	4.833333333333333
0	9	29	10	nonmarshallese	2.9
0	10	2	1	nonmarshallese	2.0
0	4	37	10	nonmarshallese	3.7
0	5	37	10	nonmarshallese	3.7
0	6	37	9	nonmarshallese	4.111111111111111
0	7	37	11	nonmarshallese	3.3636363636363638
0	8	37	9	nonmarshallese	4.111111111111111
0	7	34	7	nonmarshallese	4.857142857142857
0	8	34	7	nonmarshallese	4.857142857142857
0	9	34	7	nonmarshallese	4.857142857142857
0	10	35	13	nonmarshallese	2.6923076923076925
0	1	35	8	nonmarshallese	4.375
0	7	48	14	nonmarshallese	3.4285714285714284
0	8	48	12	nonmarshallese	4.0
0	9	48	10	nonmarshallese	4.8
0	10	49	10	nonmarshallese	4.9
0	6	20	7	nonmarshallese	2.857142857142857
0	7	20	7	nonmarshallese	2.857142857142857
0	8	20	5	nonmarshallese	4.0
0	9	20	8	nonmarshallese	2.5
0	10	21	8	nonmarshallese	2.625
0	5	21	6	nonmarshallese	3.0
0	9	22	5	nonmarshallese	4.4
0	1	26	8	nonmarshallese	3.25
0	7	26	7	nonmarshallese	3.7142857142857144
0	2	28	10	nonmarshallese	2.8
0	5	51	11	nonmarshallese	4.636363636363637
0	6	51	15	nonmarshallese	3.4
0	7	51	10	nonmarshallese	5.1
0	8	51	14	nonmarshallese	3.642857142857143
0	1	4	3	nonmarshallese	1.3333333333333333
0	2	4	4	nonmarshallese	1.0
0	3	4	3	nonmarshallese	1.3333333333333333
0	4	4	3	nonmarshallese	1.3333333333333333
0	4	52	11	nonmarshallese	4.7272727272727275
0	5	52	12	nonmarshallese	4.333333333333333
0	6	52	12	nonmarshallese	4.333333333333333
0	7	52	12	nonmarshallese	4.333333333333333
0	8	11	6	nonmarshallese	1.8333333333333333
0	9	11	2	nonmarshallese	5.5
0	10	12	8	nonmarshallese	1.5
0	1	12	5	nonmarshallese	2.4
0	2	12	4	nonmarshallese	3.0
0	10	44	8	nonmarshallese	5.375
0	1	44	11	nonmarshallese	4.0
0	2	44	10	nonmarshallese	4.4
0	8	31	10	nonmarshallese	2.9
0	9	31	11	nonmarshallese	2.8181818181818183
0	10	32	8	nonmarshallese	4.0
0	1	32	12	nonmarshallese	2.6666666666666665
0	8	47	10	nonmarshallese	4.7
0	9	47	10	nonmarshallese	4.7
0	10	48	11	nonmarshallese	4.363636363636363
0	1	48	8	nonmarshallese	6.0
0	7	2	1	nonmarshallese	2.0
0	8	2	2	nonmarshallese	1.0
0	9	2	1	nonmarshallese	2.0
0	10	30	7	nonmarshallese	4.285714285714286
0	3	5	4	nonmarshallese	1.25
0	4	5	4	nonmarshallese	1.25
0	5	5	3	nonmarshallese	1.6666666666666667
0	6	5	4	nonmarshallese	1.25
0	8	44	11	nonmarshallese	4.0
0	9	44	12	nonmarshallese	3.6666666666666665
0	10	45	12	nonmarshallese	3.75
0	1	45	12	nonmarshallese	3.5833333333333335
