Sample	posterior	likelihood	prior	treeLikelihood.mumps-wa-clade-arkansas_10-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_10-2020-02-03	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_10-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_10-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_8-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_8-2020-02-03	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_8-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_8-2020-02-03	treeLikelihood.mumps-wa-clade-arkansas_69-2020-02-03	treeHeight.t:mumps-wa-clade-arkansas_69-2020-02-03	treeLength.t:mumps-wa-clade-arkansas_69-2020-02-03	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.length_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese_to_Not_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese_to_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Marshallese	Tree.t:mumps-wa-clade-arkansas_69-2020-02-03.count_Not_Marshallese	rootTypeLogger.t:mumps-wa-clade-arkansas_69-2020-02-03	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_10-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_8-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSizeScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.popSize_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrixScaleFactor	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Marshallese_Not_Marshallese	migModel.t:mumps-wa-clade-arkansas_69-2020-02-03.rateMatrix_Not_Marshallese_Marshallese	kappa.s:mumps-wa-clade-arkansas_69-2020-02-03	gammaShape.s:mumps-wa-clade-arkansas_69-2020-02-03	clockRate.c:mumps-wa-clade-arkansas_69-2020-02-03	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-031	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-032	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-033	freqParameter.s:mumps-wa-clade-arkansas_69-2020-02-034	
11510000	-61599.364653956975	-61644.66677856815	45.302124611177334	-19589.891449541232	0.8423923969359571	1.5137639487214534	1.362247220854874	0.15151672786657938	0	3	5	0	0	-20340.014897587345	0.46329536985564096	1.6418420643623284	1.241937245801397	0.39990481856093113	2	6	7	0	0	-21714.76043143957	1.1350071627804375	9.183391668058498	4.996060133225381	4.187331534833117	14	36	48	5	0	1.0	0.274697832713297	1.7899095222156456	1.0	1.6935985487772962	7.224024543795039	1.0	0.274697832713297	1.7899095222156456	1.0	1.6935985487772962	7.224024543795039	1.0	0.274697832713297	1.7899095222156456	1.0	1.6935985487772962	7.224024543795039	6.077620304619678	0.8463004503126484	6.232180119041496E-4	0.3060751068994429	0.22354878476751222	0.19945449629037962	0.2709216120426652	
11515000	-61616.73061115922	-61652.79811637096	36.06750521174152	-19587.57941852273	0.9566321512690162	1.7063113777955576	1.5985867744730813	0.10772460332247619	0	3	5	0	0	-20339.949791234056	0.4178183943334161	1.2587366310350407	1.0338756640411295	0.22486096699391134	1	5	7	0	0	-21725.268906614172	1.0979100893563827	8.552548751742671	5.0575552839649385	3.4949934677777366	9	31	48	5	0	1.0	0.25374145923643954	1.3223852630252928	1.0	1.2509073275164737	7.954588102503002	1.0	0.25374145923643954	1.3223852630252928	1.0	1.2509073275164737	7.954588102503002	1.0	0.25374145923643954	1.3223852630252928	1.0	1.2509073275164737	7.954588102503002	8.38798457632449	0.8463004503126484	4.972709325288412E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11520000	-61597.074497179856	-61651.36426646968	54.28976928982574	-19587.84574929493	0.9376476239904118	1.458474746403442	1.1377544953096512	0.32072025109379065	1	4	5	0	0	-20340.944724951893	0.4117275447952028	1.3816923050459025	1.1413702324239432	0.24032207262195945	0	4	7	0	0	-21722.573792222858	1.0135451181468211	7.72652786210859	4.7564767954386475	2.97005106666994	11	35	50	3	0	1.0	0.2816826378675442	2.280307946310419	1.0	1.247311890671979	9.649487818864275	1.0	0.2816826378675442	2.280307946310419	1.0	1.247311890671979	9.649487818864275	1.0	0.2816826378675442	2.280307946310419	1.0	1.247311890671979	9.649487818864275	8.38798457632449	0.8463004503126484	6.771911423442992E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11525000	-61594.91982299844	-61649.27309928408	54.35327628563816	-19588.66856485805	0.9588905494948077	1.777090520188111	1.3683770144551919	0.40871350573291937	2	5	5	0	0	-20341.144415412364	0.5366823102296124	1.881844161089917	1.085043151890753	0.7968010091991639	3	7	7	0	0	-21719.460119013667	1.023404474329861	7.787226677669958	4.44628072373076	3.3409459539391997	11	34	49	4	0	1.0	0.1870858872381076	3.580789682255089	1.0	1.1648719175781788	9.680457179234617	1.0	0.1870858872381076	3.580789682255089	1.0	1.1648719175781788	9.680457179234617	1.0	0.1870858872381076	3.580789682255089	1.0	1.1648719175781788	9.680457179234617	8.38798457632449	1.0826680385297396	5.435881299105653E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11530000	-61595.161805775846	-61645.11457586721	49.9527700913611	-19589.977414641548	1.064493456454575	1.8501717722536906	1.1710434060252755	0.6791283662284152	3	6	5	0	0	-20336.308054916175	0.4124451932075992	1.2161659927734534	0.9523694656248682	0.2637965271485852	1	5	7	0	0	-21718.82910630949	0.8817595497494097	7.282245488448558	4.274040878307703	3.0082046101408535	9	31	48	5	0	1.0	0.32165864037071434	1.3355345141067143	1.0	1.7465029626455832	9.609631543269744	1.0	0.32165864037071434	1.3355345141067143	1.0	1.7465029626455832	9.609631543269744	1.0	0.32165864037071434	1.3355345141067143	1.0	1.7465029626455832	9.609631543269744	8.38798457632449	1.0826680385297396	5.647372254177007E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11535000	-61617.23689031933	-61654.291619203155	37.05472888382925	-19591.99950783782	0.8195957202830362	1.3281987078451436	1.1445719663590654	0.1836267414860783	1	4	5	0	0	-20338.703121307626	0.44104785828624865	1.4289448150385247	0.949423695457252	0.4795211195812725	0	3	6	1	0	-21723.58899005771	1.0815549162550608	7.7153265487874485	4.161071175598489	3.5542553731889592	11	29	44	9	0	1.0	0.23708290617394723	1.0967965984416217	1.0	2.2073785001223682	6.38259389516583	1.0	0.23708290617394723	1.0967965984416217	1.0	2.2073785001223682	6.38259389516583	1.0	0.23708290617394723	1.0967965984416217	1.0	2.2073785001223682	6.38259389516583	8.38798457632449	0.52376407372429	7.302063629616162E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11540000	-61608.000078029465	-61650.32388382849	42.32380579902122	-19589.98219898377	0.7126493074802794	1.0655250943659964	1.020017511301038	0.045507583064958494	0	3	5	0	0	-20337.803255126037	0.40067311852373205	1.4181744325959524	0.626925020385031	0.7912494122109215	1	4	6	1	0	-21722.53842971869	1.0046255981646672	7.4054464198756085	3.5361839807429205	3.8692624391326893	10	26	42	11	0	1.0	0.15066776195066525	1.1398174420302887	1.0	0.9991762171559859	6.531545180481699	1.0	0.15066776195066525	1.1398174420302887	1.0	0.9991762171559859	6.531545180481699	1.0	0.15066776195066525	1.1398174420302887	1.0	0.9991762171559859	6.531545180481699	6.116132123316768	0.52376407372429	5.060293851564126E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11545000	-61610.24752387425	-61650.86204594241	40.614522068166174	-19592.201547352637	1.0727424213928847	2.0065805145415077	1.2651871429593438	0.7413933715821641	1	4	5	0	0	-20339.450963303017	0.3623965397799724	1.114593647985415	0.7046504415148678	0.4099432064705473	0	4	7	0	0	-21719.20953528676	0.9181732740103326	6.996840288657931	3.297434261597656	3.6994060270602755	9	24	41	12	0	1.0	0.14870970972652262	1.5039819572608437	1.0	1.7536007620663736	4.417557852803767	1.0	0.14870970972652262	1.5039819572608437	1.0	1.7536007620663736	4.417557852803767	1.0	0.14870970972652262	1.5039819572608437	1.0	1.7536007620663736	4.417557852803767	4.095869423286528	0.3780441101632859	5.730985268464098E-4	0.31358168551485655	0.22354878476751222	0.19945449629037962	0.26341503342725153	
11550000	-61556.404004668904	-61646.58527937639	90.18127470748513	-19591.408625050633	0.8350566913636148	1.3325885739733931	1.0369160839014748	0.29567249007191837	3	6	5	0	0	-20338.37435406242	0.691226952397175	1.857377694322471	1.224276873977566	0.6331008203449049	4	8	7	0	0	-21716.802300263338	0.9463959059968848	7.179389804893041	3.609303160782468	3.5700866441105754	17	35	44	9	0	1.0	0.14861137060254287	1.8400106532982943	1.0	3.0698167054082828	10.815594886620065	1.0	0.14861137060254287	1.8400106532982943	1.0	3.0698167054082828	10.815594886620065	1.0	0.14861137060254287	1.8400106532982943	1.0	3.0698167054082828	10.815594886620065	4.095869423286528	0.3780441101632859	5.658265925602536E-4	0.31358168551485655	0.22247632612355445	0.19945449629037962	0.2644874920712093	
11555000	-61578.35122667311	-61648.63443451787	70.28320784476124	-19590.35556879137	0.9669339642889604	1.9618838727826122	1.5821709808581852	0.3797128919244274	4	7	5	0	0	-20338.993272079828	0.39170017202815977	1.1982075449742138	0.7466093539247862	0.45159819104942767	1	5	7	0	0	-21719.285593646677	0.8904620758746107	7.04834422354574	4.292933490298006	2.755410733247733	10	34	50	3	0	1.0	0.25180925287242273	1.4631260541331053	1.0	2.2991840264362446	10.924694007375567	1.0	0.25180925287242273	1.4631260541331053	1.0	2.2991840264362446	10.924694007375567	1.0	0.25180925287242273	1.4631260541331053	1.0	2.2991840264362446	10.924694007375567	4.095869423286528	0.27670953765676926	5.915876075283208E-4	0.31358168551485655	0.22247632612355445	0.19945449629037962	0.2644874920712093	
11560000	-61577.82760654621	-61647.01292093388	69.18531438766442	-19588.87025072651	1.075560494532922	1.9306398822091628	1.4585361125870453	0.47210376962211753	5	8	5	0	0	-20339.16815822575	0.5149260436135057	1.5396847360462051	1.032802416468505	0.5068823195777001	3	7	7	0	0	-21718.974511981614	0.9780955461263114	7.0065284574568985	4.482927639023203	2.523600818433694	6	31	51	2	0	1.0	0.25435776629223283	2.1255612321941726	1.0	2.2061827713802287	11.179414699729058	1.0	0.25435776629223283	2.1255612321941726	1.0	2.2061827713802287	11.179414699729058	1.0	0.25435776629223283	2.1255612321941726	1.0	2.2061827713802287	11.179414699729058	4.095869423286528	0.27670953765676926	6.065507736485233E-4	0.31358168551485655	0.22247632612355445	0.19945449629037962	0.2644874920712093	
11565000	-61595.41769152687	-61638.89064585626	43.472954329397545	-19589.591727074578	0.8089048694893657	1.388282742309432	1.2134562685833674	0.17482647372606455	1	4	5	0	0	-20337.088365604417	0.3424670445461553	1.0499406596846994	0.6944394869528854	0.355501172731814	1	5	7	0	0	-21712.210553177265	0.918117257765524	7.68803930981669	5.091991581405615	2.596047728411077	7	32	51	2	0	1.0	0.3781821224505293	3.9647182265673204	1.0	0.7594476838601676	11.228809599906443	1.0	0.3781821224505293	3.9647182265673204	1.0	0.7594476838601676	11.228809599906443	1.0	0.3781821224505293	3.9647182265673204	1.0	0.7594476838601676	11.228809599906443	4.095869423286528	0.0936542218778725	7.448419653851995E-4	0.31358168551485655	0.22247632612355445	0.19945449629037962	0.2644874920712093	
11570000	-61620.0316258903	-61647.4048930632	27.373267172898643	-19589.069088270855	0.9907330427326082	1.7953223176901059	1.5456364060779275	0.24968591161217818	1	4	5	0	0	-20338.476665481598	0.4050176578817389	1.1541310666868845	0.839743097193414	0.3143879694934707	0	3	6	1	0	-21719.85913931075	0.9526777246079731	7.5785014864070765	5.265210590595621	2.3132908958114555	1	26	51	2	0	1.0	0.35851196592008994	1.8079325179218715	1.0	0.2515063158435241	7.297157905621228	1.0	0.35851196592008994	1.8079325179218715	1.0	0.2515063158435241	7.297157905621228	1.0	0.35851196592008994	1.8079325179218715	1.0	0.2515063158435241	7.297157905621228	4.084917922020352	0.0936542218778725	4.608042827514323E-4	0.31358168551485655	0.22247632612355445	0.19945449629037962	0.2644874920712093	
11575000	-61626.43631206962	-61653.634428137346	27.19811606772197	-19590.533681267993	0.909641699193491	1.6932403930431035	1.374782797960945	0.3184575950821583	0	3	5	0	0	-20340.92511481826	0.4739476249817989	1.3355305732702567	1.003316395762701	0.3322141775075558	0	4	7	0	0	-21722.175632051094	0.9741700265078925	7.8932352514126105	5.586294048049596	2.306941203363016	1	26	51	2	0	1.0	0.391439435498938	0.7477015519767667	1.0	0.4511604791668288	9.268694828393919	1.0	0.391439435498938	0.7477015519767667	1.0	0.4511604791668288	9.268694828393919	1.0	0.391439435498938	0.7477015519767667	1.0	0.4511604791668288	9.268694828393919	4.084917922020352	0.041977073090365524	6.522928432935748E-4	0.31358168551485655	0.22247632612355445	0.19945449629037962	0.2644874920712093	
11580000	-61600.52689301949	-61644.0409907907	43.51409777121752	-19591.122466815617	1.0685205717682444	1.7913240896837763	1.3602370893684943	0.43108700031528213	0	3	5	0	0	-20339.689125370947	0.5020363025954266	1.6928080065706472	1.303543739537411	0.3892642670332366	0	4	7	0	0	-21713.229398604133	0.997223779807311	7.373036151078346	5.111696874728289	2.2613392763500557	4	31	53	0	0	1.0	0.31124227300717083	4.501646123083371	1.0	0.5309769040981819	9.371115870706959	1.0	0.31124227300717083	4.501646123083371	1.0	0.5309769040981819	9.371115870706959	1.0	0.31124227300717083	4.501646123083371	1.0	0.5309769040981819	9.371115870706959	4.084917922020352	0.3419967269896824	6.240222602825792E-4	0.31215780131252424	0.22247632612355445	0.20087838049271192	0.2644874920712093	
11585000	-61604.09746495551	-61642.602256317005	38.50479136149748	-19588.131307119816	0.901845101360413	1.4773576452901542	1.164528577391462	0.3128290678986924	0	3	5	0	0	-20340.248355692205	0.47797405511896934	1.7388923250769721	1.5584189595294748	0.1804733655474967	1	5	7	0	0	-21714.222593504983	0.8800053229353567	7.141205540721793	4.975085157340565	2.1661203833812266	1	28	53	0	0	1.0	0.31619345173107166	4.489005803415855	1.0	0.4457986838102263	7.889993066676409	1.0	0.31619345173107166	4.489005803415855	1.0	0.4457986838102263	7.889993066676409	1.0	0.31619345173107166	4.489005803415855	1.0	0.4457986838102263	7.889993066676409	4.084917922020352	0.3419967269896824	6.333544204495821E-4	0.31215780131252424	0.22098491052958208	0.1997864758499096	0.267070812307984	
11590000	-61609.748078807024	-61647.95420800512	38.206129198090636	-19591.443449664675	0.9588305135704065	1.7761746885165466	1.5582312093659973	0.21794347915054943	0	3	5	0	0	-20338.571289513668	0.443372004764577	1.764997341263182	1.4685943642995631	0.296402976963619	1	5	7	0	0	-21717.939468826775	0.9729713189446798	7.088990143031474	4.985199771880691	2.103790371150785	1	27	52	1	0	1.0	0.3858828077132183	0.874961070534538	1.0	0.10402170830288134	11.46054656753574	1.0	0.3858828077132183	0.874961070534538	1.0	0.10402170830288134	11.46054656753574	1.0	0.3858828077132183	0.874961070534538	1.0	0.10402170830288134	11.46054656753574	4.084917922020352	0.3419967269896824	6.651375045320891E-4	0.31215780131252424	0.22182077175991577	0.19895061461957592	0.267070812307984	
11595000	-61617.383061587294	-61648.2490758382	30.86601425090701	-19591.17172528046	0.983322605352945	1.6462092065878293	1.1449288020522024	0.5012804045356269	0	3	5	0	0	-20341.201987448465	0.5989541023987969	2.0176021027353483	1.5476756328233408	0.4699264699120076	0	4	7	0	0	-21715.875363109277	0.8598098527448319	7.286442379163674	4.820782508146032	2.46565987101764	1	26	51	2	0	1.0	0.38330639392596144	1.0662066396881114	1.0	0.1980142591569484	7.119545908910611	1.0	0.38330639392596144	1.0662066396881114	1.0	0.1980142591569484	7.119545908910611	1.0	0.38330639392596144	1.0662066396881114	1.0	0.1980142591569484	7.119545908910611	4.084917922020352	0.4577694438352625	6.069900575472844E-4	0.31215780131252424	0.22182077175991577	0.19895061461957592	0.267070812307984	
11600000	-61609.1664573004	-61645.108424363876	35.94196706347093	-19587.86358555246	0.9597800807780071	1.996652076299785	1.7823213850709352	0.21433069122884973	0	3	5	0	0	-20338.958802786336	0.5630990959681015	2.2255990404719808	1.7969220216649688	0.42867701880701164	0	4	7	0	0	-21718.286036025078	0.8562992264705029	6.479162659669119	4.169978671359564	2.309183988309556	0	24	50	3	0	1.0	0.33880398913885135	0.9553427611686638	1.0	0.19404278190687962	8.513958297692477	1.0	0.33880398913885135	0.9553427611686638	1.0	0.19404278190687962	8.513958297692477	1.0	0.33880398913885135	0.9553427611686638	1.0	0.19404278190687962	8.513958297692477	3.8925457366509377	0.4577694438352625	5.279980416891651E-4	0.30679697447469223	0.22269997655209986	0.20343223666522384	0.267070812307984	
11605000	-61592.584140822495	-61639.013597417725	46.429456595226284	-19590.602785370615	0.6840992436507404	1.0919403959413578	0.8515387576048871	0.24040163833647066	0	2	4	1	0	-20338.540190874923	0.4542634986136423	1.4268828123724697	0.9103912877896492	0.5164915245828203	0	3	6	1	0	-21709.870621172184	0.8841556788132979	6.361638865006018	4.550022818062698	1.81161604694332	0	25	51	2	0	1.0	0.27320272131257217	0.40670959360595976	1.0	0.017317177748452053	8.516493814435506	1.0	0.27320272131257217	0.40670959360595976	1.0	0.017317177748452053	8.516493814435506	1.0	0.27320272131257217	0.40670959360595976	1.0	0.017317177748452053	8.516493814435506	3.8925457366509377	0.3213570977204814	6.706684608118682E-4	0.30679697447469223	0.22269997655209986	0.20343223666522384	0.267070812307984	
11610000	-61596.439980396644	-61640.5157192317	44.07573883505138	-19589.734785909863	0.8419074530349605	1.493010147898985	1.3803714342401634	0.11263871365882168	0	3	5	0	0	-20338.876129910812	0.41373279122557177	1.3505721242508515	1.0440285426716658	0.3065435815791856	0	4	7	0	0	-21711.904803411016	0.8631826895598227	6.912035309456079	4.777016788128726	2.135018521327353	0	26	52	1	0	1.0	0.2742423543201761	1.1184468409161514	1.0	0.05697414887597117	10.554064725836568	1.0	0.2742423543201761	1.1184468409161514	1.0	0.05697414887597117	10.554064725836568	1.0	0.2742423543201761	1.1184468409161514	1.0	0.05697414887597117	10.554064725836568	3.765104179019781	0.22767460465779918	8.470838686304831E-4	0.30679697447469223	0.22269997655209986	0.20343223666522384	0.267070812307984	
11615000	-61612.869425302626	-61649.47515557255	36.605730269929026	-19588.979165681474	0.902161525707296	1.7340004131045876	1.2660996701845084	0.46790074292007894	0	3	5	0	0	-20339.30733903642	0.5553320455276834	1.7303481318761538	1.5489556001579292	0.18139253171822445	0	4	7	0	0	-21721.188650854652	0.875944446934607	7.633060117310061	4.914831193228908	2.718228924081152	0	27	53	0	0	1.0	0.2998625449015202	2.13159358725505	1.0	0.03817692794547784	7.438810347162214	1.0	0.2998625449015202	2.13159358725505	1.0	0.03817692794547784	7.438810347162214	1.0	0.2998625449015202	2.13159358725505	1.0	0.03817692794547784	7.438810347162214	3.765104179019781	0.33864210023594116	5.022274990616223E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11620000	-61614.767031451665	-61640.05912956592	25.292098114254685	-19589.402048485434	1.062003825210116	2.0723294355240007	1.4813123258966328	0.5910171096273683	1	4	5	0	0	-20336.623027822712	0.5456494905370946	1.8242682612153325	1.4564361699464698	0.36783209126886274	1	5	7	0	0	-21714.03405325777	1.0358174568843719	8.284906473691436	5.4014624767742205	2.8834439969172134	2	28	52	1	0	1.0	0.29764667689422997	2.2133921742868883	1.0	0.5548084978154734	6.819709968664189	1.0	0.29764667689422997	2.2133921742868883	1.0	0.5548084978154734	6.819709968664189	1.0	0.29764667689422997	2.2133921742868883	1.0	0.5548084978154734	6.819709968664189	3.765104179019781	0.6211760627838016	5.516981859583633E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11625000	-61612.87912062478	-61659.119673624635	46.24055299985561	-19594.14003009121	1.059279887052665	2.0660594100678775	1.7537803529404983	0.3122790571273791	0	3	5	0	0	-20341.212065460837	0.5952195173221141	2.0905321922849747	1.5522629159809918	0.5382692763039826	2	6	7	0	0	-21723.767578072595	0.9285028198915047	7.100399594861799	4.660237844907883	2.4401617499539174	0	27	53	0	0	1.0	0.3002671235372937	4.156141733036886	1.0	0.5826437990286727	6.7601940087298225	1.0	0.3002671235372937	4.156141733036886	1.0	0.5826437990286727	6.7601940087298225	1.0	0.3002671235372937	4.156141733036886	1.0	0.5826437990286727	6.7601940087298225	4.858873219046529	0.6211760627838016	6.115842980835975E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11630000	-61611.67323465258	-61653.930779397706	42.25754474511996	-19594.651986685556	1.1847047925099834	2.359909048252838	1.7541392871386576	0.6057697611141805	3	6	5	0	0	-20340.821341032097	0.6401593014545398	1.805806038315023	1.0955401667429328	0.7102658715720902	1	3	5	2	0	-21718.457451680057	0.9967041684286556	6.76829860849137	4.241999420165193	2.526299188326179	0	25	51	2	0	1.0	0.29190201945407934	1.4416099004165868	1.0	0.39546583577868016	8.365830619472913	1.0	0.29190201945407934	1.4416099004165868	1.0	0.39546583577868016	8.365830619472913	1.0	0.29190201945407934	1.4416099004165868	1.0	0.39546583577868016	8.365830619472913	3.016066995435148	0.5078937327245704	6.483711685707773E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11635000	-61596.208700758856	-61645.27370275288	49.065001994020065	-19589.595924247504	0.8208575965275406	1.0918181973515129	0.735057397758413	0.3567607995930999	0	3	5	0	0	-20337.459385265953	0.38747055061565344	1.318481922474344	1.123942067604653	0.19453985486969133	0	4	7	0	0	-21718.218393239425	0.8834210071510349	6.95409179086192	4.71359730998219	2.240494480879729	2	27	51	2	0	1.0	0.24166820689021007	2.0890056331613738	1.0	0.3781414526867675	9.09425630783701	1.0	0.24166820689021007	2.0890056331613738	1.0	0.3781414526867675	9.09425630783701	1.0	0.24166820689021007	2.0890056331613738	1.0	0.3781414526867675	9.09425630783701	3.016066995435148	0.5078937327245704	5.959648679583292E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11640000	-61599.849711102965	-61646.59840826441	46.74869716144724	-19590.00973887373	0.834352986790479	1.3155114025953547	1.0694960857265254	0.24601531686882938	0	3	5	0	0	-20338.587269180407	0.3998216832426076	1.1498198276101324	0.8567139860224764	0.29310584158765596	0	3	6	1	0	-21718.00140021027	0.9568480404017834	6.980028837793361	4.415997531331499	2.5640313064618616	1	26	51	2	0	1.0	0.2558534621373796	1.276636118580027	1.0	0.43751728047691646	7.434993694689253	1.0	0.2558534621373796	1.276636118580027	1.0	0.43751728047691646	7.434993694689253	1.0	0.2558534621373796	1.276636118580027	1.0	0.43751728047691646	7.434993694689253	3.472093056010776	0.5305822809181452	6.537546515493355E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11645000	-61606.136394025954	-61643.28203256622	37.14563854026106	-19589.640956280477	0.8650034989578088	1.4944208999563648	1.003185779919538	0.49123512003682696	0	3	5	0	0	-20335.97805434552	0.3454657334870999	1.0368819178668778	0.7537920761949133	0.2830898416719646	0	4	7	0	0	-21717.66302194022	0.9841247318119872	7.344586347127282	4.965222963755705	2.379363383371574	0	24	50	3	0	1.0	0.2948020558991055	1.3655815406450371	1.0	0.09048256500839895	7.3539773976887295	1.0	0.2948020558991055	1.3655815406450371	1.0	0.09048256500839895	7.3539773976887295	1.0	0.2948020558991055	1.3655815406450371	1.0	0.09048256500839895	7.3539773976887295	4.261003656110953	0.5305822809181452	6.706463552699168E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11650000	-61609.26746735251	-61642.7262043098	33.45873695728921	-19587.37541533522	1.0574338810594797	2.039679537895914	1.6545331084512056	0.3851464294447083	0	3	5	0	0	-20337.37459023983	0.4476387826107928	1.5357826759858606	1.0309154286571105	0.5048672473287503	0	4	7	0	0	-21717.97619873475	1.1146288606777044	7.504352063420937	4.989717197162738	2.514634866258197	0	24	50	3	0	1.0	0.2700145758106956	1.6161049833564392	1.0	0.05678053064190054	8.97402022761017	1.0	0.2700145758106956	1.6161049833564392	1.0	0.05678053064190054	8.97402022761017	1.0	0.2700145758106956	1.6161049833564392	1.0	0.05678053064190054	8.97402022761017	5.8846667302464395	3.086482038651902	4.863717712853651E-4	0.30679697447469223	0.22269997655209986	0.20269392412224121	0.26780912485096664	
11655000	-61652.12011403048	-61644.70321021111	-7.416903819363878	-19588.28769990566	1.1463674624861773	1.9861645107689052	1.544125214995512	0.4420392957733934	1	4	5	0	0	-20340.67723190092	0.7311055905677692	2.4021961901539455	1.5412864688728245	0.8609097212811206	0	4	7	0	0	-21715.738278404533	0.9796326098110842	9.319870452475913	6.269482159518074	3.0503882929578383	6	30	50	3	0	1.0	0.46383576760304074	1.969567234060735	1.0	0.47971950950814873	4.650910494254412	1.0	0.46383576760304074	1.969567234060735	1.0	0.47971950950814873	4.650910494254412	1.0	0.46383576760304074	1.969567234060735	1.0	0.47971950950814873	4.650910494254412	9.927621353592965	0.7885340964898222	5.254568843139177E-4	0.31094545167398463	0.2216481629672182	0.20261109181552614	0.26479529354327125	
